Running on cuda:0
[2018-09-22 16:38] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 3609.43, Accuracy = 0.12, Loss = 7.616
[2018-09-22 17:17] Train Step 6210/10000, Batch Size = 128, Examples/Sec = 3313.22, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6220/10000, Batch Size = 128, Examples/Sec = 3348.31, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6230/10000, Batch Size = 128, Examples/Sec = 2943.63, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6240/10000, Batch Size = 128, Examples/Sec = 2967.60, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6250/10000, Batch Size = 128, Examples/Sec = 3321.79, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6260/10000, Batch Size = 128, Examples/Sec = 3328.11, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6270/10000, Batch Size = 128, Examples/Sec = 3321.95, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6280/10000, Batch Size = 128, Examples/Sec = 3323.02, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6290/10000, Batch Size = 128, Examples/Sec = 3350.90, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6300/10000, Batch Size = 128, Examples/Sec = 3305.10, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6310/10000, Batch Size = 128, Examples/Sec = 3313.65, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6320/10000, Batch Size = 128, Examples/Sec = 3313.57, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6330/10000, Batch Size = 128, Examples/Sec = 3309.20, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6340/10000, Batch Size = 128, Examples/Sec = 3303.58, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6350/10000, Batch Size = 128, Examples/Sec = 3316.37, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6360/10000, Batch Size = 128, Examples/Sec = 3297.55, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6370/10000, Batch Size = 128, Examples/Sec = 3292.88, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6380/10000, Batch Size = 128, Examples/Sec = 3345.66, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6390/10000, Batch Size = 128, Examples/Sec = 3343.72, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6400/10000, Batch Size = 128, Examples/Sec = 3317.75, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6410/10000, Batch Size = 128, Examples/Sec = 3328.30, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6420/10000, Batch Size = 128, Examples/Sec = 3323.35, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6430/10000, Batch Size = 128, Examples/Sec = 3341.87, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6440/10000, Batch Size = 128, Examples/Sec = 3020.39, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6450/10000, Batch Size = 128, Examples/Sec = 3224.49, Accuracy = 0.91, Loss = 0.307
[2018-09-22 17:17] Train Step 6460/10000, Batch Size = 128, Examples/Sec = 3290.52, Accuracy = 0.99, Loss = 0.008
[2018-09-22 17:17] Train Step 6470/10000, Batch Size = 128, Examples/Sec = 3311.18, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6480/10000, Batch Size = 128, Examples/Sec = 3289.81, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6490/10000, Batch Size = 128, Examples/Sec = 3246.62, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6500/10000, Batch Size = 128, Examples/Sec = 3283.19, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6510/10000, Batch Size = 128, Examples/Sec = 3306.34, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6520/10000, Batch Size = 128, Examples/Sec = 3286.33, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6530/10000, Batch Size = 128, Examples/Sec = 3279.08, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6540/10000, Batch Size = 128, Examples/Sec = 3243.50, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6550/10000, Batch Size = 128, Examples/Sec = 3250.75, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6560/10000, Batch Size = 128, Examples/Sec = 3138.64, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6570/10000, Batch Size = 128, Examples/Sec = 3201.63, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6580/10000, Batch Size = 128, Examples/Sec = 3284.32, Accuracy = 0.91, Loss = 0.560
[2018-09-22 17:17] Train Step 6590/10000, Batch Size = 128, Examples/Sec = 3172.98, Accuracy = 0.91, Loss = 0.329
[2018-09-22 17:17] Train Step 6600/10000, Batch Size = 128, Examples/Sec = 3231.15, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6610/10000, Batch Size = 128, Examples/Sec = 3191.78, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6620/10000, Batch Size = 128, Examples/Sec = 3275.22, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6630/10000, Batch Size = 128, Examples/Sec = 3202.14, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6640/10000, Batch Size = 128, Examples/Sec = 3199.62, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6650/10000, Batch Size = 128, Examples/Sec = 3189.04, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6660/10000, Batch Size = 128, Examples/Sec = 3176.36, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6670/10000, Batch Size = 128, Examples/Sec = 3197.66, Accuracy = 1.00, Loss = 0.001
[2018-09-22 17:17] Train Step 6680/10000, Batch Size = 128, Examples/Sec = 3232.20, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6690/10000, Batch Size = 128, Examples/Sec = 3241.92, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6700/10000, Batch Size = 128, Examples/Sec = 3221.72, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6710/10000, Batch Size = 128, Examples/Sec = 3183.23, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6720/10000, Batch Size = 128, Examples/Sec = 3213.33, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6730/10000, Batch Size = 128, Examples/Sec = 3237.17, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6740/10000, Batch Size = 128, Examples/Sec = 3201.57, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6750/10000, Batch Size = 128, Examples/Sec = 3191.65, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6760/10000, Batch Size = 128, Examples/Sec = 3207.55, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6770/10000, Batch Size = 128, Examples/Sec = 3166.13, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6780/10000, Batch Size = 128, Examples/Sec = 3211.24, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6790/10000, Batch Size = 128, Examples/Sec = 3287.41, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6800/10000, Batch Size = 128, Examples/Sec = 3277.52, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6810/10000, Batch Size = 128, Examples/Sec = 3173.13, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6820/10000, Batch Size = 128, Examples/Sec = 3193.38, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6830/10000, Batch Size = 128, Examples/Sec = 3231.85, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6840/10000, Batch Size = 128, Examples/Sec = 3148.47, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6850/10000, Batch Size = 128, Examples/Sec = 3274.26, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6860/10000, Batch Size = 128, Examples/Sec = 3129.20, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6870/10000, Batch Size = 128, Examples/Sec = 3185.38, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6880/10000, Batch Size = 128, Examples/Sec = 3267.78, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6890/10000, Batch Size = 128, Examples/Sec = 3240.02, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6900/10000, Batch Size = 128, Examples/Sec = 3159.35, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6910/10000, Batch Size = 128, Examples/Sec = 3149.39, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6920/10000, Batch Size = 128, Examples/Sec = 3231.01, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6930/10000, Batch Size = 128, Examples/Sec = 3307.44, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6940/10000, Batch Size = 128, Examples/Sec = 3302.58, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6950/10000, Batch Size = 128, Examples/Sec = 3303.23, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6960/10000, Batch Size = 128, Examples/Sec = 3226.87, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6970/10000, Batch Size = 128, Examples/Sec = 3269.89, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6980/10000, Batch Size = 128, Examples/Sec = 3281.43, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 6990/10000, Batch Size = 128, Examples/Sec = 3297.69, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7000/10000, Batch Size = 128, Examples/Sec = 3298.52, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7010/10000, Batch Size = 128, Examples/Sec = 3310.50, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7020/10000, Batch Size = 128, Examples/Sec = 3326.98, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7030/10000, Batch Size = 128, Examples/Sec = 3349.44, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7040/10000, Batch Size = 128, Examples/Sec = 3340.45, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7050/10000, Batch Size = 128, Examples/Sec = 3327.76, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7060/10000, Batch Size = 128, Examples/Sec = 3239.06, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7070/10000, Batch Size = 128, Examples/Sec = 3322.04, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7080/10000, Batch Size = 128, Examples/Sec = 3303.62, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7090/10000, Batch Size = 128, Examples/Sec = 3300.04, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7100/10000, Batch Size = 128, Examples/Sec = 3273.48, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7110/10000, Batch Size = 128, Examples/Sec = 3317.83, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7120/10000, Batch Size = 128, Examples/Sec = 3273.32, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7130/10000, Batch Size = 128, Examples/Sec = 2819.58, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7140/10000, Batch Size = 128, Examples/Sec = 2833.06, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7150/10000, Batch Size = 128, Examples/Sec = 2820.23, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7160/10000, Batch Size = 128, Examples/Sec = 2860.82, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7170/10000, Batch Size = 128, Examples/Sec = 3296.50, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7180/10000, Batch Size = 128, Examples/Sec = 3204.57, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:17] Train Step 7190/10000, Batch Size = 128, Examples/Sec = 3299.50, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7200/10000, Batch Size = 128, Examples/Sec = 3310.14, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7210/10000, Batch Size = 128, Examples/Sec = 3309.61, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7220/10000, Batch Size = 128, Examples/Sec = 3242.52, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7230/10000, Batch Size = 128, Examples/Sec = 3257.08, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7240/10000, Batch Size = 128, Examples/Sec = 3241.97, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7250/10000, Batch Size = 128, Examples/Sec = 3119.22, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7260/10000, Batch Size = 128, Examples/Sec = 3135.65, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7270/10000, Batch Size = 128, Examples/Sec = 3139.60, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7280/10000, Batch Size = 128, Examples/Sec = 3243.09, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7290/10000, Batch Size = 128, Examples/Sec = 3219.35, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7300/10000, Batch Size = 128, Examples/Sec = 3381.61, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7310/10000, Batch Size = 128, Examples/Sec = 3234.30, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7320/10000, Batch Size = 128, Examples/Sec = 3348.93, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7330/10000, Batch Size = 128, Examples/Sec = 3327.31, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7340/10000, Batch Size = 128, Examples/Sec = 3239.67, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7350/10000, Batch Size = 128, Examples/Sec = 3345.47, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7360/10000, Batch Size = 128, Examples/Sec = 3329.58, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7370/10000, Batch Size = 128, Examples/Sec = 3317.81, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7380/10000, Batch Size = 128, Examples/Sec = 3324.85, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7390/10000, Batch Size = 128, Examples/Sec = 3322.18, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7400/10000, Batch Size = 128, Examples/Sec = 3327.55, Accuracy = 0.99, Loss = 0.007
[2018-09-22 17:18] Train Step 7410/10000, Batch Size = 128, Examples/Sec = 3300.63, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7420/10000, Batch Size = 128, Examples/Sec = 3302.30, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7430/10000, Batch Size = 128, Examples/Sec = 3329.02, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7440/10000, Batch Size = 128, Examples/Sec = 3310.87, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7450/10000, Batch Size = 128, Examples/Sec = 3338.29, Accuracy = 0.97, Loss = 0.041
[2018-09-22 17:18] Train Step 7460/10000, Batch Size = 128, Examples/Sec = 3314.82, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7470/10000, Batch Size = 128, Examples/Sec = 3281.39, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7480/10000, Batch Size = 128, Examples/Sec = 3346.78, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7490/10000, Batch Size = 128, Examples/Sec = 3325.97, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7500/10000, Batch Size = 128, Examples/Sec = 3255.28, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7510/10000, Batch Size = 128, Examples/Sec = 3356.26, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7520/10000, Batch Size = 128, Examples/Sec = 3318.03, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7530/10000, Batch Size = 128, Examples/Sec = 3328.38, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7540/10000, Batch Size = 128, Examples/Sec = 3242.33, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7550/10000, Batch Size = 128, Examples/Sec = 3280.12, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7560/10000, Batch Size = 128, Examples/Sec = 3377.99, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7570/10000, Batch Size = 128, Examples/Sec = 3342.70, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7580/10000, Batch Size = 128, Examples/Sec = 2874.12, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7590/10000, Batch Size = 128, Examples/Sec = 2991.11, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7600/10000, Batch Size = 128, Examples/Sec = 2920.13, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7610/10000, Batch Size = 128, Examples/Sec = 3067.59, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7620/10000, Batch Size = 128, Examples/Sec = 3003.52, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7630/10000, Batch Size = 128, Examples/Sec = 2862.08, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7640/10000, Batch Size = 128, Examples/Sec = 3116.11, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7650/10000, Batch Size = 128, Examples/Sec = 2883.43, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7660/10000, Batch Size = 128, Examples/Sec = 3056.90, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7670/10000, Batch Size = 128, Examples/Sec = 2931.27, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7680/10000, Batch Size = 128, Examples/Sec = 2939.04, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7690/10000, Batch Size = 128, Examples/Sec = 2997.52, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7700/10000, Batch Size = 128, Examples/Sec = 2864.00, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7710/10000, Batch Size = 128, Examples/Sec = 2989.68, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7720/10000, Batch Size = 128, Examples/Sec = 2970.45, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7730/10000, Batch Size = 128, Examples/Sec = 2916.32, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7740/10000, Batch Size = 128, Examples/Sec = 3041.02, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7750/10000, Batch Size = 128, Examples/Sec = 2898.09, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7760/10000, Batch Size = 128, Examples/Sec = 3014.00, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7770/10000, Batch Size = 128, Examples/Sec = 2926.21, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7780/10000, Batch Size = 128, Examples/Sec = 2966.45, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7790/10000, Batch Size = 128, Examples/Sec = 3000.44, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7800/10000, Batch Size = 128, Examples/Sec = 3067.41, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7810/10000, Batch Size = 128, Examples/Sec = 2777.63, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7820/10000, Batch Size = 128, Examples/Sec = 3014.71, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7830/10000, Batch Size = 128, Examples/Sec = 2985.97, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7840/10000, Batch Size = 128, Examples/Sec = 2965.71, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7850/10000, Batch Size = 128, Examples/Sec = 2986.03, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7860/10000, Batch Size = 128, Examples/Sec = 3066.48, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7870/10000, Batch Size = 128, Examples/Sec = 2975.13, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7880/10000, Batch Size = 128, Examples/Sec = 2969.55, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7890/10000, Batch Size = 128, Examples/Sec = 2945.23, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7900/10000, Batch Size = 128, Examples/Sec = 2778.25, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7910/10000, Batch Size = 128, Examples/Sec = 2940.55, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7920/10000, Batch Size = 128, Examples/Sec = 2971.46, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7930/10000, Batch Size = 128, Examples/Sec = 3311.71, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7940/10000, Batch Size = 128, Examples/Sec = 3311.65, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7950/10000, Batch Size = 128, Examples/Sec = 3202.69, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7960/10000, Batch Size = 128, Examples/Sec = 3323.06, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7970/10000, Batch Size = 128, Examples/Sec = 3333.61, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7980/10000, Batch Size = 128, Examples/Sec = 3290.50, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 7990/10000, Batch Size = 128, Examples/Sec = 3288.06, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8000/10000, Batch Size = 128, Examples/Sec = 3284.16, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8010/10000, Batch Size = 128, Examples/Sec = 3309.69, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8020/10000, Batch Size = 128, Examples/Sec = 3313.81, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8030/10000, Batch Size = 128, Examples/Sec = 3312.98, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8040/10000, Batch Size = 128, Examples/Sec = 3329.85, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8050/10000, Batch Size = 128, Examples/Sec = 3189.09, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8060/10000, Batch Size = 128, Examples/Sec = 3540.64, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8070/10000, Batch Size = 128, Examples/Sec = 3428.73, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8080/10000, Batch Size = 128, Examples/Sec = 3355.02, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8090/10000, Batch Size = 128, Examples/Sec = 3260.34, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8100/10000, Batch Size = 128, Examples/Sec = 2933.80, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8110/10000, Batch Size = 128, Examples/Sec = 2849.77, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8120/10000, Batch Size = 128, Examples/Sec = 2895.99, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8130/10000, Batch Size = 128, Examples/Sec = 3044.44, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8140/10000, Batch Size = 128, Examples/Sec = 3034.64, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8150/10000, Batch Size = 128, Examples/Sec = 2954.47, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8160/10000, Batch Size = 128, Examples/Sec = 3037.10, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8170/10000, Batch Size = 128, Examples/Sec = 3028.43, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8180/10000, Batch Size = 128, Examples/Sec = 2887.89, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8190/10000, Batch Size = 128, Examples/Sec = 3030.77, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8200/10000, Batch Size = 128, Examples/Sec = 2980.63, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8210/10000, Batch Size = 128, Examples/Sec = 2866.97, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8220/10000, Batch Size = 128, Examples/Sec = 3027.99, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8230/10000, Batch Size = 128, Examples/Sec = 2845.19, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8240/10000, Batch Size = 128, Examples/Sec = 3065.56, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8250/10000, Batch Size = 128, Examples/Sec = 3338.73, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8260/10000, Batch Size = 128, Examples/Sec = 3325.16, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8270/10000, Batch Size = 128, Examples/Sec = 3204.78, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8280/10000, Batch Size = 128, Examples/Sec = 3346.20, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8290/10000, Batch Size = 128, Examples/Sec = 3317.48, Accuracy = 1.00, Loss = 0.000
[2018-09-22 17:18] Train Step 8300/10000, Batch Size = 128, Examples/Sec = 3317.44, Accuracy = 1.00, Loss = 0.000
